,href,youtuber_name,part,gender
3,/watch?v=gnJpM1Pc_Zs,Barbellator,shoulder,1
4,/watch?v=NcJUpDtzTGc,Barbellator,shoulder,1
5,/watch?v=LOlJt85vMIQ,Barbellator,shoulder,1
6,/watch?v=ECOasqY9dyQ,Barbellator,shoulder,1
7,/watch?v=tGv_L3CPi84,Barbellator,shoulder,1
8,/watch?v=b_92UWbCWmo,Barbellator,shoulder,1
9,/watch?v=ld3_P3JNFIY,Barbellator,shoulder,1
10,/watch?v=w-prWy9UxwU,Barbellator,shoulder,1
11,/watch?v=vWURIN5ymNs,Barbellator,shoulder,1
12,/watch?v=exrnZ1NY_L0,Barbellator,shoulder,1
13,/watch?v=eZnpyUzJiFo,Barbellator,shoulder,1
14,/watch?v=UsxPD9oLjSM,Barbellator,shoulder,1
15,/watch?v=F0CiY_D8sPo,Barbellator,shoulder,1
16,/watch?v=FVAGB67eup0,Barbellator,shoulder,1
17,/watch?v=N-5FQSLHlg0,Barbellator,shoulder,1
18,/watch?v=o0ehqQxUOKw,Barbellator,shoulder,1
19,/watch?v=kgUndAxMqY8,Barbellator,shoulder,1
20,/watch?v=PKwbgXkc1JY,Barbellator,shoulder,1
21,/watch?v=-_DUjHxgmWk,Barbellator,shoulder,1
22,/watch?v=nF7We3ODRKY,Barbellator,shoulder,1
23,/watch?v=nWhS28U6bCY,Barbellator,shoulder,1
24,/watch?v=Fvaa7LPCKWc,Barbellator,shoulder,1
25,/watch?v=pQSfXvaQGas,Barbellator,shoulder,1
26,/watch?v=ygUYcoLy8OU,Barbellator,shoulder,1
27,/watch?v=IZ_kFHk6pCQ,Barbellator,shoulder,1
28,/watch?v=QcZSDphg0lM,Barbellator,shoulder,1
29,/watch?v=nuJ4ySrXOM8,Barbellator,shoulder,1
0,/watch?v=FXC_zcUnGOo,Barbellator,legs,1
1,/watch?v=GASCMxaAHKw,Barbellator,legs,1
2,/watch?v=BWXsyZwRqgw,Barbellator,legs,1
3,/watch?v=tLQUH3SJ4Zk,Barbellator,legs,1
